DBN,School Name,Total Grads Pct of cohort
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,69.80%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,27.90%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,55.90%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,64.70%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,45.80%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,66.70%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,75.70%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,31.50%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,59.60%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,65.00%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,36.50%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,40.40%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,59.30%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,74.60%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,28.80%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,28.80%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,40.00%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,43.30%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,10.30%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,16.20%
13K595,BEDFORD ACADEMY HIGH SCHOOL,s
13K595,BEDFORD ACADEMY HIGH SCHOOL,s
13K595,BEDFORD ACADEMY HIGH SCHOOL,s
13K595,BEDFORD ACADEMY HIGH SCHOOL,93.60%
13K595,BEDFORD ACADEMY HIGH SCHOOL,95.70%
13K595,BEDFORD ACADEMY HIGH SCHOOL,95.70%
13K595,BEDFORD ACADEMY HIGH SCHOOL,96.60%
13K595,BEDFORD ACADEMY HIGH SCHOOL,96.60%
13K595,BEDFORD ACADEMY HIGH SCHOOL,95.80%
13K595,BEDFORD ACADEMY HIGH SCHOOL,94.80%
13K595,BEDFORD ACADEMY HIGH SCHOOL,96.10%
13K595,BEDFORD ACADEMY HIGH SCHOOL,97.40%
13K595,BEDFORD ACADEMY HIGH SCHOOL,98.70%
13K595,BEDFORD ACADEMY HIGH SCHOOL,92.10%
13K595,BEDFORD ACADEMY HIGH SCHOOL,92.10%
13K595,BEDFORD ACADEMY HIGH SCHOOL,96.10%
13K595,BEDFORD ACADEMY HIGH SCHOOL,97.40%
13K595,BEDFORD ACADEMY HIGH SCHOOL,96.70%
13K595,BEDFORD ACADEMY HIGH SCHOOL,96.70%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,32.00%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,51.40%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,51.40%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,57.00%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,65.40%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,67.10%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,67.30%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,74.50%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,74.50%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,52.70%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,66.70%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,67.10%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,59.80%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,64.50%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,71.30%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,72.20%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,52.00%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,58.50%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,67.50%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,68.40%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,53.40%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,63.70%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,16.70%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,52.20%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,0.00%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,0.00%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,30.40%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,53.70%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,8.00%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,8.00%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,26.70%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,28.60%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,8.10%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,8.10%
13K670,BENJAMIN BANNEKER ACADEMY,90.80%
13K670,BENJAMIN BANNEKER ACADEMY,92.90%
13K670,BENJAMIN BANNEKER ACADEMY,92.90%
13K670,BENJAMIN BANNEKER ACADEMY,88.40%
13K670,BENJAMIN BANNEKER ACADEMY,94.80%
13K670,BENJAMIN BANNEKER ACADEMY,94.80%
13K670,BENJAMIN BANNEKER ACADEMY,90.50%
13K670,BENJAMIN BANNEKER ACADEMY,93.50%
13K670,BENJAMIN BANNEKER ACADEMY,94.90%
13K670,BENJAMIN BANNEKER ACADEMY,91.60%
13K670,BENJAMIN BANNEKER ACADEMY,95.30%
13K670,BENJAMIN BANNEKER ACADEMY,95.70%
13K670,BENJAMIN BANNEKER ACADEMY,95.10%
13K670,BENJAMIN BANNEKER ACADEMY,97.60%
13K670,BENJAMIN BANNEKER ACADEMY,97.20%
13K670,BENJAMIN BANNEKER ACADEMY,98.00%
13K670,BENJAMIN BANNEKER ACADEMY,92.30%
13K670,BENJAMIN BANNEKER ACADEMY,94.00%
13K670,BENJAMIN BANNEKER ACADEMY,96.20%
13K670,BENJAMIN BANNEKER ACADEMY,96.20%
13K670,BENJAMIN BANNEKER ACADEMY,90.10%
13K670,BENJAMIN BANNEKER ACADEMY,92.60%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,61.30%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,76.30%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,76.60%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,48.90%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,59.60%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,72.20%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,77.80%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,40.00%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,44.00%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,51.60%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,52.60%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,40.40%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,47.50%
14K322,FOUNDATIONS ACADEMY,s
14K322,FOUNDATIONS ACADEMY,s
14K322,FOUNDATIONS ACADEMY,s
14K322,FOUNDATIONS ACADEMY,s
14K322,FOUNDATIONS ACADEMY,75.50%
14K322,FOUNDATIONS ACADEMY,76.60%
14K322,FOUNDATIONS ACADEMY,83.50%
14K322,FOUNDATIONS ACADEMY,85.70%
14K322,FOUNDATIONS ACADEMY,68.30%
14K322,FOUNDATIONS ACADEMY,70.00%
14K322,FOUNDATIONS ACADEMY,70.50%
14K322,FOUNDATIONS ACADEMY,70.50%
14K322,FOUNDATIONS ACADEMY,46.60%
14K322,FOUNDATIONS ACADEMY,49.30%
14K404,ACADEMY FOR YOUNG WRITERS,s
14K404,ACADEMY FOR YOUNG WRITERS,s
14K404,ACADEMY FOR YOUNG WRITERS,s
14K404,ACADEMY FOR YOUNG WRITERS,s
14K404,ACADEMY FOR YOUNG WRITERS,s
14K404,ACADEMY FOR YOUNG WRITERS,s
14K404,ACADEMY FOR YOUNG WRITERS,76.90%
14K404,ACADEMY FOR YOUNG WRITERS,84.60%
14K404,ACADEMY FOR YOUNG WRITERS,89.70%
14K404,ACADEMY FOR YOUNG WRITERS,91.00%
14K404,ACADEMY FOR YOUNG WRITERS,81.80%
14K404,ACADEMY FOR YOUNG WRITERS,84.40%
14K449,BROOKLYN LATIN SCHOOL (THE),92.20%
14K449,BROOKLYN LATIN SCHOOL (THE),100.00%
14K449,BROOKLYN LATIN SCHOOL (THE),100.00%
14K449,BROOKLYN LATIN SCHOOL (THE),100.00%
14K449,BROOKLYN LATIN SCHOOL (THE),91.40%
14K449,BROOKLYN LATIN SCHOOL (THE),91.40%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,54.20%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,64.60%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,68.00%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,70.10%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,51.20%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,59.30%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,55.50%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,71.10%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,72.70%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,53.50%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,67.10%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,69.50%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,53.60%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,64.40%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,68.10%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,49.30%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,63.80%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,67.80%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,64.50%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,67.70%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,70.70%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,71.60%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,64.30%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,71.00%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,78.90%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,80.40%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,55.30%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,62.30%
14K477,SCHOOL FOR LEGAL STUDIES,59.50%
14K477,SCHOOL FOR LEGAL STUDIES,69.40%
14K477,SCHOOL FOR LEGAL STUDIES,73.00%
14K477,SCHOOL FOR LEGAL STUDIES,63.20%
14K477,SCHOOL FOR LEGAL STUDIES,70.50%
14K477,SCHOOL FOR LEGAL STUDIES,73.70%
14K477,SCHOOL FOR LEGAL STUDIES,52.80%
14K477,SCHOOL FOR LEGAL STUDIES,67.20%
14K477,SCHOOL FOR LEGAL STUDIES,71.30%
14K477,SCHOOL FOR LEGAL STUDIES,57.10%
14K477,SCHOOL FOR LEGAL STUDIES,68.70%
14K477,SCHOOL FOR LEGAL STUDIES,69.40%
14K477,SCHOOL FOR LEGAL STUDIES,61.10%
14K477,SCHOOL FOR LEGAL STUDIES,61.10%
14K477,SCHOOL FOR LEGAL STUDIES,67.50%
14K477,SCHOOL FOR LEGAL STUDIES,71.20%
14K477,SCHOOL FOR LEGAL STUDIES,58.90%
14K477,SCHOOL FOR LEGAL STUDIES,63.00%
14K477,SCHOOL FOR LEGAL STUDIES,68.00%
14K477,SCHOOL FOR LEGAL STUDIES,68.70%
14K477,SCHOOL FOR LEGAL STUDIES,64.70%
14K477,SCHOOL FOR LEGAL STUDIES,67.10%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",71.20%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",79.90%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",82.70%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",65.90%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",80.60%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",81.20%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",78.20%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",83.30%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",81.90%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",89.50%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",94.50%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",94.50%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",85.70%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",92.90%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",94.60%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",95.80%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",83.20%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",85.70%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",88.50%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",88.50%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",79.90%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",85.00%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,s
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,96.40%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,88.90%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,86.40%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,77.40%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,77.40%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,85.00%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,88.50%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,78.70%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,81.30%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,85.90%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,87.30%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,71.60%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,79.00%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,73.70%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,69.40%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,69.40%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,76.30%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,77.50%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,80.00%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,80.00%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,82.50%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,82.50%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,82.50%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,82.50%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,87.30%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,88.20%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,s
14K561,WILLIAMSBURG PREPARATORY SCHOOL,s
14K561,WILLIAMSBURG PREPARATORY SCHOOL,s
14K561,WILLIAMSBURG PREPARATORY SCHOOL,75.00%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,85.10%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,87.20%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,85.40%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,87.40%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,89.20%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,90.30%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,86.10%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,88.90%
17K440,PROSPECT HEIGHTS HIGH SCHOOL,s
14K561,WILLIAMSBURG PREPARATORY SCHOOL,89.10%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,89.10%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,87.40%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,91.00%
14K586,LYONS COMMUNITY SCHOOL,s
14K586,LYONS COMMUNITY SCHOOL,s
14K586,LYONS COMMUNITY SCHOOL,s
14K586,LYONS COMMUNITY SCHOOL,s
14K586,LYONS COMMUNITY SCHOOL,60.40%
14K586,LYONS COMMUNITY SCHOOL,61.50%
14K610,AUTOMOTIVE HIGH SCHOOL,36.80%
14K610,AUTOMOTIVE HIGH SCHOOL,40.00%
14K610,AUTOMOTIVE HIGH SCHOOL,44.20%
14K610,AUTOMOTIVE HIGH SCHOOL,40.80%
14K610,AUTOMOTIVE HIGH SCHOOL,47.60%
14K610,AUTOMOTIVE HIGH SCHOOL,49.50%
14K610,AUTOMOTIVE HIGH SCHOOL,46.30%
14K610,AUTOMOTIVE HIGH SCHOOL,57.50%
14K610,AUTOMOTIVE HIGH SCHOOL,58.60%
14K610,AUTOMOTIVE HIGH SCHOOL,51.90%
14K610,AUTOMOTIVE HIGH SCHOOL,57.70%
14K610,AUTOMOTIVE HIGH SCHOOL,57.30%
14K610,AUTOMOTIVE HIGH SCHOOL,53.50%
14K610,AUTOMOTIVE HIGH SCHOOL,56.30%
14K610,AUTOMOTIVE HIGH SCHOOL,61.90%
14K610,AUTOMOTIVE HIGH SCHOOL,65.60%
14K610,AUTOMOTIVE HIGH SCHOOL,54.50%
14K610,AUTOMOTIVE HIGH SCHOOL,59.20%
14K610,AUTOMOTIVE HIGH SCHOOL,64.10%
14K610,AUTOMOTIVE HIGH SCHOOL,64.10%
14K610,AUTOMOTIVE HIGH SCHOOL,49.40%
14K610,AUTOMOTIVE HIGH SCHOOL,52.30%
14K632,FRANCES PERKINS ACADEMY,s
14K632,FRANCES PERKINS ACADEMY,s
14K640,HARRY VAN ARSDALE HIGH SCHOOL,37.80%
14K640,HARRY VAN ARSDALE HIGH SCHOOL,45.50%
14K640,HARRY VAN ARSDALE HIGH SCHOOL,48.40%
14K640,HARRY VAN ARSDALE HIGH SCHOOL,47.70%
14K640,HARRY VAN ARSDALE HIGH SCHOOL,59.40%
14K640,HARRY VAN ARSDALE HIGH SCHOOL,61.40%
14K640,HARRY VAN ARSDALE HIGH SCHOOL,55.80%
14K640,HARRY VAN ARSDALE HIGH SCHOOL,58.30%
14K640,HARRY VAN ARSDALE HIGH SCHOOL,59.10%
14K640,HARRY VAN ARSDALE HIGH SCHOOL,s
14K640,HARRY VAN ARSDALE HIGH SCHOOL,s
14K640,HARRY VAN ARSDALE HIGH SCHOOL,s
14K640,HARRY VAN ARSDALE HIGH SCHOOL,s
14K640,HARRY VAN ARSDALE HIGH SCHOOL,s
14K640,HARRY VAN ARSDALE HIGH SCHOOL,s
14K640,HARRY VAN ARSDALE HIGH SCHOOL,s
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,53.10%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,53.10%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,56.30%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,58.50%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,70.70%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,75.60%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,57.70%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,73.10%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,74.10%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,83.30%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,83.30%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,89.70%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,74.20%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,74.20%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,77.40%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,77.40%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,68.30%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,68.30%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,75.00%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,75.00%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,66.70%
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,68.90%
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,s
15K378,CARROLL GARDENS COMMUNITY SCHOOL,s
15K378,CARROLL GARDENS COMMUNITY SCHOOL,s
15K378,CARROLL GARDENS COMMUNITY SCHOOL,s
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,39.30%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,51.20%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,56.00%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,53.60%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,64.30%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,70.20%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,43.20%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,60.80%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,69.60%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,44.10%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,56.40%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,63.30%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,42.10%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,59.80%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,61.30%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,66.00%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,52.70%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,60.40%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,67.80%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,70.00%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,53.90%
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,60.50%
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,s
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,s
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,s
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,87.30%
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,87.30%
